Day,Symptoms & Abnormal Findings,Heart / Circulatory,Injury / Physical harm,Digestive,Respiratory,Mental Health,Total Patients
9/4/2024,10,7,5,3,5,2,32
9/5/2024,5,3,2,1,0,0,11
9/6/2024,12,7,6,1,4,1,31
9/7/2024,11,6,5,1,5,4,32
9/8/2024,10,7,6,0,5,5,33
9/9/2024,3,1,4,0,0,1,9
9/10/2024,10,6,4,1,6,2,29
9/11/2024,5,5,6,1,2,0,19
9/12/2024,4,3,3,1,1,0,12
9/13/2024,7,4,1,2,4,1,19
9/14/2024,15,6,2,3,2,2,30
9/15/2024,5,2,0,2,2,0,11
9/16/2024,6,3,2,1,1,3,16
9/17/2024,8,1,4,3,3,3,22
9/18/2024,5,7,6,1,3,1,23
9/19/2024,10,4,4,3,1,1,23
9/20/2024,14,7,2,5,3,2,33
9/21/2024,4,2,2,1,3,1,13
9/22/2024,9,9,7,1,7,2,35
9/23/2024,6,3,5,1,2,5,22
9/24/2024,11,4,3,3,3,3,27
9/25/2024,6,3,5,1,0,5,20
9/26/2024,6,1,2,0,1,1,11
9/27/2024,16,9,3,1,3,5,37
9/28/2024,7,7,4,3,3,1,25
9/29/2024,11,7,2,2,4,3,29
9/30/2024,6,3,2,3,1,3,18
10/1/2024,7,4,3,1,0,5,20
10/2/2024,7,3,10,0,2,2,24
10/3/2024,10,6,3,3,7,0,29
10/4/2024,10,8,2,3,4,1,28
10/5/2024,8,4,2,1,2,0,17
10/6/2024,12,4,3,2,5,1,27
10/7/2024,5,4,4,1,1,2,17
10/8/2024,6,4,2,2,4,0,18
10/9/2024,3,5,2,4,0,2,16
10/10/2024,10,6,5,3,4,2,30
10/11/2024,18,8,1,2,5,6,40
10/12/2024,12,9,4,3,2,2,32
10/13/2024,3,5,8,4,4,0,24
10/14/2024,10,6,8,2,6,1,33
10/15/2024,4,4,4,0,1,1,14
10/16/2024,13,8,8,2,3,3,37
10/17/2024,3,4,2,0,1,1,11
10/18/2024,9,6,5,1,2,3,26
10/19/2024,8,3,2,6,2,2,23
10/20/2024,6,4,8,3,2,4,27
10/21/2024,7,8,4,8,6,3,36
10/22/2024,8,3,6,3,2,3,25
10/23/2024,0,0,0,4,0,0,4
10/24/2024,2,1,5,0,3,1,12
10/25/2024,5,5,1,1,1,3,16
10/26/2024,14,12,3,0,2,3,34
10/27/2024,12,8,0,3,8,5,36
10/28/2024,9,6,5,1,2,3,26
10/29/2024,13,11,4,3,3,5,39
10/30/2024,10,9,3,2,7,4,35
10/31/2024,6,5,3,3,4,1,22
11/1/2024,11,5,2,0,4,4,26
11/2/2024,7,6,3,2,1,3,22
11/3/2024,6,3,6,0,0,3,18
11/4/2024,7,3,2,1,2,1,16
11/5/2024,8,1,3,1,0,3,16
11/6/2024,3,1,1,1,1,0,7
11/7/2024,7,0,4,1,1,1,14
11/8/2024,8,6,1,2,5,2,24
11/9/2024,12,8,2,5,2,4,33
11/10/2024,10,4,0,2,1,1,18
11/11/2024,19,14,2,7,6,6,54
11/12/2024,11,3,2,1,1,3,21
11/13/2024,9,4,2,1,2,4,22
11/14/2024,6,4,0,2,1,1,14
11/15/2024,5,5,5,3,2,3,23
11/16/2024,4,3,2,1,0,0,10
11/17/2024,8,3,1,0,2,0,14
11/18/2024,14,16,2,3,2,3,40
11/19/2024,3,1,1,3,1,1,10
11/20/2024,5,1,1,2,3,2,14
11/21/2024,7,0,2,1,5,4,19
11/22/2024,11,7,5,5,4,1,33
11/23/2024,11,2,1,2,3,2,21
11/24/2024,6,5,6,1,3,3,24
11/25/2024,6,1,5,2,1,2,17
11/26/2024,7,10,2,4,2,3,28
11/27/2024,7,3,1,1,3,3,18
11/28/2024,8,1,1,3,1,3,17
11/29/2024,8,1,4,1,1,1,16
11/30/2024,11,5,8,1,3,1,29
12/1/2024,7,8,1,1,4,2,23
12/2/2024,8,1,3,4,2,3,21
12/3/2024,5,4,2,4,0,0,15
12/4/2024,6,5,5,0,0,2,18
12/5/2024,11,3,2,2,2,1,21
12/6/2024,11,5,3,1,1,4,25
12/7/2024,1,2,2,1,2,1,9
12/8/2024,10,3,2,2,1,3,21
12/9/2024,5,3,3,1,4,3,19
12/10/2024,7,5,3,1,1,1,18
12/11/2024,1,0,2,1,1,0,5
12/12/2024,10,3,3,0,1,1,18
12/13/2024,11,2,1,3,1,5,23
12/14/2024,5,3,1,0,1,1,11
12/15/2024,7,8,4,1,3,1,24
12/16/2024,5,4,1,4,2,0,16
12/17/2024,17,11,5,1,2,2,38
12/18/2024,4,3,1,2,2,1,13
12/19/2024,8,6,4,1,2,2,23
12/20/2024,11,9,1,2,1,3,27
12/21/2024,12,9,3,4,3,3,34
12/22/2024,6,3,5,1,5,5,25
12/23/2024,11,10,2,5,9,2,39
12/24/2024,9,4,2,3,0,1,19
12/25/2024,8,5,3,1,2,1,20
12/26/2024,8,5,1,1,2,0,17
12/27/2024,15,8,3,5,2,2,35
12/28/2024,11,11,7,1,7,1,38
12/29/2024,3,5,2,0,3,2,15
12/30/2024,10,5,2,0,5,0,22
12/31/2024,7,7,0,1,3,1,19
